49,,,,,,,
,,,,,,,
From (city),To (city),Travel-ID,TravelDistance,Cost,Start Date & Time,Travel Duration,Mode
New York,Memphis,A_100,1536,384,1.67E+12,27000000,AIR
New York,Atlanta,A_101,1202,300.5,1.67E+12,21600000,AIR
New York,Omaha,A_102,1845,461.25,1.67E+12,32400000,AIR
New York,Detroit,A_103,774,193.5,1.67E+12,12600000,AIR
New York,Boston,A_104,307,76.75,1.67E+12,5400000,AIR
New York,Houston,A_105,2285,571.25,1.67E+12,39600000,AIR
New York,Portland,A_106,3931,982.75,1.67E+12,70200000,AIR
New York,Mesa,A_107,3430,857.5,1.67E+12,61200000,AIR
New York,Raleigh,A_108,683,170.75,1.67E+12,10800000,AIR
New York,Virginia Beach,A_109,463,115.75,1.67E+12,7200000,AIR
Los Angeles,Philadelphia,A_110,3849,962.25,1.67E+12,68400000,AIR
Los Angeles,Omaha,A_111,2111,527.75,1.67E+12,37800000,AIR
Los Angeles,Raleigh,A_112,3597,899.25,1.67E+12,63000000,AIR
Los Angeles,Indianapolis,A_113,2910,727.5,1.67E+12,52200000,AIR
Los Angeles,Arlington,A_114,1967,491.75,1.67E+12,34200000,AIR
Los Angeles,Washington,A_115,3697,924.25,1.67E+12,64800000,AIR
Los Angeles,Fort Worth,A_116,1947,486.75,1.67E+12,34200000,AIR
Los Angeles,Charlotte,A_117,3409,852.25,1.67E+12,61200000,AIR
Los Angeles,Las Vegas,A_118,368,92,1.67E+12,5400000,AIR
Los Angeles,Colorado Springs,A_119,1313,328.25,1.67E+12,23400000,AIR
Chicago,Virginia Beach,A_120,1147,286.75,1.67E+12,19800000,AIR
Chicago,Washington,A_121,957,239.25,1.67E+12,16200000,AIR
Chicago,Phoenix,A_122,2340,585,1.67E+12,41400000,AIR
Chicago,Bakersfield,A_123,2808,702,1.67E+12,50400000,AIR
Chicago,Miami,A_124,1920,480,1.67E+12,34200000,AIR
Chicago,Fort Worth,A_125,1331,332.75,1.67E+12,23400000,AIR
Chicago,Wichita,A_126,951,237.75,1.67E+12,16200000,AIR
Chicago,Tucson,A_127,2322,580.5,1.67E+12,41400000,AIR
Chicago,San Jose,A_128,2962,740.5,1.67E+12,52200000,AIR
Chicago,Dallas,A_129,1297,324.25,1.67E+12,21600000,AIR
Houston,Phoenix,A_130,1634,408.5,1.67E+12,28800000,AIR
Houston,Sacramento,A_131,2588,647,1.67E+12,45000000,AIR
